actv,enddate,frequency,id,key,latres,longres,name,startdate,state,sttid
In-Active,2016-03-05,Hourly,14147D,IMDE1149,19.73,77.15,HINGOLI,2011-08-09,MAHARASTRA,8
In-Active,2016-02-28,Hourly,14147E,IMDE1150,19.03,73.17,NANDED,2011-08-09,MAHARASTRA,8
In-Active,2016-04-27,Hourly,14147F,IMDE1151,21.22,75.69,CHOPDA,2011-08-09,MAHARASTRA,8
In-Active,2016-10-22,Hourly,141480,IMDE1152,18.72,76.36,AMBEJOGAI,2011-08-09,MAHARASTRA,8
In-Active,2019-01-01,Hourly,141482,IMDE1154,18.40,76.56,LATUR,2011-08-09,MAHARASTRA,8
In-Active,2016-12-16,Hourly,141483,IMDE1155,16.67,74.16,KOLHAPUR_AGRO,2011-08-09,MAHARASTRA,8
In-Active,2016-12-16,Hourly,141485,IMDE1157,19.36,75.95,AURANGABAD,2011-08-09,MAHARASTRA,8
In-Active,2016-05-08,Hourly,141488,IMDE1160,16.01,73.42,MULDE_AGRO,2011-08-09,MAHARASTRA,8
In-Active,2018-11-22,Hourly,141489,IMDE1161,21.37,75.31,JALGAON,2011-11-25,MAHARASTRA,8
In-Active,2018-05-30,Hourly,14148A,IMDE1162,19.73,72.76,PALGHAR,2011-08-09,MAHARASTRA,8
In-Active,2016-12-04,Hourly,14148B,IMDE1163,18.97,73.04,KARJAT,2011-11-25,MAHARASTRA,8
In-Active,2016-03-24,Hourly,14148E,IMDE1166,21.16,73.79,NAVAPUR,2011-08-09,MAHARASTRA,8
In-Active,2019-01-02,Hourly,14148F,IMDE1167,19.56,74.97,KOPARGAON,2011-11-25,MAHARASTRA,8
In-Active,2016-12-16,Hourly,141490,IMDE1168,20.14,74.79,MALEGAON,2011-08-09,MAHARASTRA,8
In-Active,2019-01-02,Hourly,141491,IMDE1169,17.20,75.90,SOLAPUR,2011-08-09,MAHARASTRA,8
In-Active,2016-05-09,Hourly,141492,IMDE1170,20.94,77.78,AMRAOTI,2011-08-09,MAHARASTRA,8
In-Active,2016-12-16,Hourly,141493,IMDE1171,20.53,76.19,BULDHANA,2011-08-09,MAHARASTRA,8
In-Active,2019-01-02,Hourly,141494,IMDE1172,21.16,79.65,BHANDARA,2011-08-09,MAHARASTRA,8
In-Active,2016-05-08,Hourly,141495,IMDE1173,21.49,80.15,GONDIA,2011-08-09,MAHARASTRA,8
In-Active,2013-06-05,Hourly,141496,IMDE1174,20.17,79.98,GADCHIROLI,2011-08-09,MAHARASTRA,8
In-Active,2016-03-24,Hourly,141498,IMDE1176,20.13,77.13,WASHIM,2011-08-09,MAHARASTRA,8
In-Active,2019-01-02,Hourly,141499,IMDE1177,20.39,78.11,YEOTMAL,2011-08-09,MAHARASTRA,8
In-Active,2016-12-16,Hourly,1415BD,IMDE1469,20.70,77.65,AKOLA_AGRO,2011-08-09,MAHARASTRA,8
In-Active,2015-03-05,Hourly,1415EA,IMDE1514,18.53,73.80,PASHAN_AGRO_ASTRA,2011-08-09,MAHARASTRA,8
In-Active,2016-12-16,Hourly,14148D,IMDE1165,20.90,74.80,DHULE,2011-08-09,MANIPUR,24
In-Active,2016-04-30,Hourly,14148C,IMDE1164,20.83,85.10,ANGUL,2011-08-09,ORISSA,28
In-Active,2018-09-18,Hourly,141497,IMDE1175,20.01,83.01,BOLANGIR,2011-08-09,ORISSA,28
In-Active,2015-08-16,Hourly,14149F,IMDE1183,21.33,83.62,BARGARH,2011-08-09,ORISSA,28
In-Active,2016-12-16,Hourly,1414AF,IMDE1199,21.10,86.50,BHADRAK,2011-08-09,ORISSA,28
In-Active,2018-11-03,Hourly,1414B0,IMDE1200,20.83,84.33,BOUDHGARH,2011-08-09,ORISSA,28
In-Active,2016-12-16,Hourly,1414B1,IMDE1201,20.46,85.90,CUTTACK_AWS,2011-08-09,ORISSA,28
In-Active,2014-10-16,Hourly,1414B2,IMDE1202,21.54,84.72,DEOGARH,2011-08-09,ORISSA,28
In-Active,2016-05-09,Hourly,1414B3,IMDE1203,18.01,83.78,PARALAKHEMANDI,2011-08-09,ORISSA,28
In-Active,2018-07-15,Hourly,1414B4,IMDE1204,19.30,84.80,BERHAMPUR,2011-08-09,ORISSA,28
In-Active,2014-08-20,Hourly,1414B5,IMDE1205,20.23,86.18,JAGATSINGHPUR,2011-08-09,ORISSA,28
In-Active,2016-11-28,Hourly,1414B7,IMDE1207,21.89,84.03,JHARSUGUDA,2011-08-09,ORISSA,28
In-Active,2015-10-03,Hourly,1414B8,IMDE1208,20.52,86.43,KENDRAPARA,2011-08-09,ORISSA,28
In-Active,2016-12-16,Hourly,1414B9,IMDE1209,20.25,85.82,KHURDAH-BHUBNSHWR,2011-08-09,ORISSA,28
In-Active,2016-05-08,Hourly,1414BA,IMDE1210,18.81,82.71,KORAPUT,2011-08-09,ORISSA,28
In-Active,2014-06-18,Hourly,1414BB,IMDE1211,21.93,86.68,SHAMAKHUNTA,2011-08-09,ORISSA,28
In-Active,2014-07-17,Hourly,1414BC,IMDE1212,19.25,82.54,NAVRANGPUR,2011-08-09,ORISSA,28
In-Active,2014-08-19,Hourly,1414BD,IMDE1213,20.12,85.08,NAYAGARH,2011-08-09,ORISSA,28
In-Active,2014-01-31,Hourly,1414BE,IMDE1214,19.80,85.83,PURI,2011-08-09,ORISSA,28
In-Active,2015-12-04,Hourly,1414BF,IMDE1215,19.01,83.01,GUNPUR,2011-08-09,ORISSA,28
In-Active,2016-02-17,Hourly,1414C0,IMDE1216,19.92,83.16,BHAVANIPATNA_AGRO,2011-08-09,ORISSA,28
In-Active,2016-05-09,Hourly,1414C1,IMDE1217,20.26,85.81,BHUBANESHWAR_AGRO,2012-07-05,ORISSA,28
In-Active,2015-09-03,Hourly,1414C2,IMDE1218,21.36,83.88,CHIPLIMA_AGRO,2011-08-09,ORISSA,28
In-Active,2013-11-25,Hourly,1414C3,IMDE1219,20.01,84.01,G-UDAIGIRI_AGRO,2012-01-13,ORISSA,28
In-Active,2016-05-09,Hourly,1414C4,IMDE1220,18.35,81.88,MALKANGIRI_AGRO,2011-08-09,ORISSA,28
In-Active,2013-08-21,Hourly,1414C5,IMDE1221,22.03,84.05,KEIRI_AGRO,2011-08-09,ORISSA,28
In-Active,2016-12-16,Hourly,1414C6,IMDE1222,21.61,85.56,KEONJHAR_AGRO,2011-08-09,ORISSA,28
In-Active,2016-09-14,Hourly,1414C7,IMDE1223,20.61,85.58,MAHISAPAT_AGRO,2012-01-28,ORISSA,28
In-Active,2016-12-04,Hourly,1414C8,IMDE1224,21.13,86.57,RANITAL_AGRO,2011-08-09,ORISSA,28
In-Active,2015-08-18,Hourly,1414C9,IMDE1225,18.01,82.01,SIMILIDUDA,2011-08-09,ORISSA,28
In-Active,2015-11-29,Hourly,1414FA,IMDE1274,20.84,86.32,JAJPUR,2011-08-09,ORISSA,28
In-Active,2019-01-02,Hourly,0B6EBD,IMDD3773,30.73,76.87,MET_CHANDIGARH,2011-08-09,PUNJAB,19
In-Active,2019-01-02,Hourly,0B6EC5,IMDD3781,31.32,75.32,SCI_CIT_KAPURTALA,2011-08-09,PUNJAB,19
In-Active,2016-02-05,Hourly,141401,IMDE1025,31.63,74.83,AMRITSAR,2011-08-09,PUNJAB,19
In-Active,2018-08-10,Hourly,141402,IMDE1026,30.36,75.53,BARNALA,2011-08-09,PUNJAB,19
In-Active,2019-01-01,Hourly,141403,IMDE1027,30.19,74.95,BHATINDA_AGRO,2011-08-09,PUNJAB,19
In-Active,2016-05-09,Hourly,141405,IMDE1029,30.67,74.74,FARIDKOT_AGRO,2011-08-09,PUNJAB,19
In-Active,2015-05-09,Hourly,141406,IMDE1030,30.62,76.41,FATEHGARH_SAHIB,2011-08-09,PUNJAB,19
In-Active,2018-09-24,Hourly,141407,IMDE1031,30.91,74.66,FEROZPUR,2011-08-09,PUNJAB,19
In-Active,2019-01-02,Hourly,141408,IMDE1032,32.05,75.42,GURDASPUR_AGRO,2011-08-09,PUNJAB,19
In-Active,2016-05-09,Hourly,141409,IMDE1033,31.38,76.02,HOSHIARPUR,2011-08-09,PUNJAB,19
In-Active,2016-05-02,Hourly,14140A,IMDE1034,31.05,75.34,JALANDHAR,2011-08-09,PUNJAB,19
In-Active,2016-05-06,Hourly,14140B,IMDE1035,31.39,75.36,KAPURTHALA,2011-08-09,PUNJAB,19
In-Active,2016-05-02,Hourly,14140C,IMDE1036,30.55,75.51,LUDHIANA_AGRO,2011-08-09,PUNJAB,19
In-Active,2016-04-29,Hourly,14140D,IMDE1037,30.15,75.41,MANSA_AWS,2011-08-09,PUNJAB,19
In-Active,2016-12-16,Hourly,14140E,IMDE1038,30.76,75.16,MOGA,2011-08-09,PUNJAB,19
In-Active,2016-03-24,Hourly,14140F,IMDE1039,30.79,76.81,BADI-KARORAN,2011-08-09,PUNJAB,19
In-Active,2015-08-26,Hourly,141410,IMDE1040,30.45,74.51,MUKTASAR,2012-01-11,PUNJAB,19
In-Active,2019-01-02,Hourly,141411,IMDE1041,31.13,76.12,NAWASHAHAR,2011-08-09,PUNJAB,19
In-Active,2019-01-02,Hourly,141412,IMDE1042,20.34,76.31,PATIALA,2011-08-09,PUNJAB,19
In-Active,2016-11-22,Hourly,141413,IMDE1043,30.98,76.52,ROOPNAGAR,2011-08-09,PUNJAB,19
In-Active,2019-01-02,Hourly,141414,IMDE1044,30.12,75.89,SANGRUR,2011-08-09,PUNJAB,19
In-Active,2019-05-14,Hourly,141415,IMDE1045,31.37,74.97,TARAN,2011-08-09,PUNJAB,19
In-Active,2019-01-02,Hourly,14165E,IMDE1630,31.09,76.38,BALACHAR_AGRO,2011-08-09,PUNJAB,19
In-Active,2018-12-26,Hourly,14165F,IMDE1631,30.35,76.27,RAUNI,2011-08-09,PUNJAB,19
In-Active,2014-09-18,Hourly,141660,IMDE1632,30.78,75.84,SAMARALA,2011-08-09,PUNJAB,19
In-Active,2019-01-02,Hourly,141661,IMDE1633,31.60,75.98,SALERN,2011-08-09,PUNJAB,19
In-Active,2019-01-02,Hourly,16914F,IMDB0335,26.82,75.78,MET_CENT_JAIPUR,2011-08-09,RAJASTHAN,6
In-Active,2019-01-02,Hourly,169153,IMDB0339,27.22,77.50,MET_OFF_BHARATPUR,2012-05-29,RAJASTHAN,6
In-Active,NA,Hourly,169154,IMDB0340,28.32,75.57,T_OFF_JHUNJUNU,NA,RAJASTHAN,6
In-Active,2016-04-24,Hourly,1414B6,IMDE1206,25.41,75.65,BUNDI,2011-08-09,RAJASTHAN,6
In-Active,2019-01-02,Hourly,1414F1,IMDE1265,26.42,74.62,AJMER,2011-08-09,RAJASTHAN,6
In-Active,2016-05-09,Hourly,1414F3,IMDE1267,23.51,74.38,BANSWARA_AGRO,2011-08-09,RAJASTHAN,6
In-Active,2014-09-26,Hourly,1414F4,IMDE1268,23.55,74.44,BANSWARA,2011-08-09,RAJASTHAN,6
In-Active,2018-12-31,Hourly,1414F6,IMDE1270,25.75,71.40,BARMER,2011-08-09,RAJASTHAN,6
In-Active,2019-01-02,Hourly,1414FB,IMDE1275,24.90,74.61,CHITTAURGARH,2011-08-09,RAJASTHAN,6
In-Active,2019-01-02,Hourly,1414FC,IMDE1276,28.28,75.12,CHURU,2011-08-09,RAJASTHAN,6
In-Active,2015-11-28,Hourly,1414FD,IMDE1277,26.90,76.35,DAUSA,2011-08-09,RAJASTHAN,6
In-Active,2019-01-02,Hourly,1414FF,IMDE1279,23.86,73.86,DUNGARPUR,2011-08-09,RAJASTHAN,6
In-Active,2016-12-04,Hourly,141502,IMDE1282,26.01,75.01,JAIPUR_AGRO,2011-08-09,RAJASTHAN,6
In-Active,2019-01-02,Hourly,141503,IMDE1283,25.38,72.50,JALORE,2011-08-09,RAJASTHAN,6
In-Active,2016-05-07,Hourly,141504,IMDE1284,24.58,76.13,JHALAWAR,2011-08-09,RAJASTHAN,6
In-Active,2018-12-31,Hourly,141505,IMDE1285,26.26,72.99,JODHPUR_AGRO,2011-08-09,RAJASTHAN,6
In-Active,2014-10-28,Hourly,141507,IMDE1287,25.12,75.93,KOTA,2011-08-09,RAJASTHAN,6
In-Active,2016-10-01,Hourly,14150B,IMDE1291,25.79,75.30,PALI,2011-08-09,RAJASTHAN,6
In-Active,2018-12-31,Hourly,14150C,IMDE1292,28.35,75.58,PILANI,2011-08-09,RAJASTHAN,6
In-Active,2016-03-31,Hourly,14150D,IMDE1293,24.03,74.76,PRATAPGARH,2011-08-09,RAJASTHAN,6
In-Active,2018-12-30,Hourly,14150E,IMDE1294,25.03,73.89,RAJSAMAND,2011-08-09,RAJASTHAN,6
In-Active,2019-01-02,Hourly,14150F,IMDE1295,26.07,76.37,SAWAIMADHAVPUR,2011-08-09,RAJASTHAN,6
In-Active,2015-11-28,Hourly,141512,IMDE1298,26.16,75.78,TONK,2011-08-09,RAJASTHAN,6
In-Active,2018-10-02,Hourly,141513,IMDE1299,24.57,73.70,UDAIPUR_AGRO,2011-08-09,RAJASTHAN,6
In-Active,2016-12-17,Hourly,14165D,IMDE1629,25.10,76.19,ANTA,2011-08-09,RAJASTHAN,6
In-Active,NA,Hourly,155595,IMDA1429,10.35,79.39,MET_ADIRAMPATINM,NA,TAMILNADU,16
In-Active,2016-12-16,Hourly,1414CA,IMDE1226,12.71,77.81,HOSUR_AWS,2011-08-09,TAMILNADU,16
In-Active,2018-11-08,Hourly,1414CB,IMDE1227,12.38,78.21,PAIYUR_AGRO,2011-08-09,TAMILNADU,16
In-Active,2016-12-16,Hourly,1414CC,IMDE1228,11.33,76.80,COONOOR,2011-08-09,TAMILNADU,16
In-Active,2016-12-16,Hourly,1414CD,IMDE1229,10.12,77.58,PERIAKULAM,2011-08-09,TAMILNADU,16
In-Active,2016-12-16,Hourly,1414CE,IMDE1230,11.62,79.53,NEYVELI,2011-08-09,TAMILNADU,16
In-Active,2016-04-25,Hourly,1414CF,IMDE1231,8.73,77.70,TIRUNELVELI,2011-08-09,TAMILNADU,16
In-Active,2016-05-08,Hourly,1414D0,IMDE1232,9.55,77.93,VIRUDHUNAGAR,2011-08-09,TAMILNADU,16
In-Active,2015-12-12,Hourly,1414D1,IMDE1233,11.22,78.87,PERAMBALUR,2011-08-09,TAMILNADU,16
In-Active,2016-03-08,Hourly,1414D2,IMDE1234,11.13,79.07,ARIYALUR,2011-08-09,TAMILNADU,16
In-Active,2016-12-16,Hourly,1414D3,IMDE1235,13.25,80.31,ENNORPORT,2011-08-09,TAMILNADU,16
In-Active,2016-12-16,Hourly,1414D4,IMDE1236,11.01,79.46,ADHUTURAI_AGRO,2011-08-09,TAMILNADU,16
In-Active,2016-12-16,Hourly,1414D5,IMDE1237,13.15,80.23,MADHAVARAM_AGRO,2011-08-09,TAMILNADU,16
In-Active,2018-11-09,Hourly,1414D6,IMDE1238,11.01,76.94,COIMBTORE_AGRO,2011-08-09,TAMILNADU,16
In-Active,2016-12-16,Hourly,1414D7,IMDE1239,9.20,77.88,KOVILPATTI_AGRO,2011-08-09,TAMILNADU,16
In-Active,2016-09-27,Hourly,1414D8,IMDE1240,11.15,78.15,NAMAKAN_AGRO,2011-08-09,TAMILNADU,16
In-Active,2016-09-21,Hourly,1414D9,IMDE1241,11.37,76.63,OOTY_AGRO,2011-11-25,TAMILNADU,16
In-Active,2016-12-04,Hourly,1414DA,IMDE1242,8.43,77.30,PECHIPARAI_AGRO,2011-08-09,TAMILNADU,16
In-Active,2019-01-02,Hourly,169136,IMDB0310,26.25,82.01,K_NEHRU_SULTANPUR,2011-08-09,UTTAR PRADESH,10
In-Active,2018-12-31,Hourly,16913B,IMDB0315,30.20,78.52,RANICHWRI_GARHWAL,2012-03-20,UTTAR PRADESH,10
In-Active,2019-01-02,Hourly,169151,IMDB0337,27.17,78.03,MET_GWL_RD_AGRA,2011-08-09,UTTAR PRADESH,10
In-Active,NA,Hourly,169152,IMDB0338,27.50,77.67,MET_OBS_MATHURA,NA,UTTAR PRADESH,10
In-Active,2016-05-09,Hourly,092A5E,IMDC2654,28.45,80.57,LAKHIMPURI-KHERI,2011-08-09,UTTAR PRADESH,10
In-Active,2016-04-22,Hourly,092A6B,IMDC2667,25.30,83.02,IMD_VARANASI,2011-08-09,UTTAR PRADESH,10
In-Active,2016-02-13,Hourly,1414DC,IMDE1244,25.17,79.51,MAHOBA,2012-12-24,UTTAR PRADESH,10
In-Active,2018-09-09,Hourly,1414DD,IMDE1245,24.68,78.40,LALITPUR,2011-08-09,UTTAR PRADESH,10
In-Active,2016-02-01,Hourly,1414DF,IMDE1247,26.43,82.57,AKBARPUR,2011-08-09,UTTAR PRADESH,10
In-Active,2018-09-30,Hourly,1414E0,IMDE1248,27.90,78.07,ALIGARH,2011-08-09,UTTAR PRADESH,10
In-Active,2016-01-21,Hourly,1414E1,IMDE1249,25.93,80.80,FATEHPUR,2012-12-25,UTTAR PRADESH,10
In-Active,2013-12-23,Hourly,1414E2,IMDE1250,26.77,83.43,GORAKHPUR_AWS,2012-07-04,UTTAR PRADESH,10
In-Active,2018-12-08,Hourly,1414E3,IMDE1251,27.58,77.98,HATHARAS,2011-08-09,UTTAR PRADESH,10
In-Active,2018-11-28,Hourly,1414E4,IMDE1252,27.22,79.03,MAINPURI,2011-08-09,UTTAR PRADESH,10
In-Active,2019-01-01,Hourly,141587,IMDE1415,28.10,77.07,MEERUT,2011-08-09,UTTAR PRADESH,10
In-Active,2018-12-05,Hourly,141588,IMDE1416,25.41,81.85,ALLAHABAD_AGRO,2011-08-09,UTTAR PRADESH,10
In-Active,2014-06-01,Hourly,14158A,IMDE1418,26.55,79.55,AURREIYA,2011-08-09,UTTAR PRADESH,10
In-Active,2016-02-17,Hourly,14158C,IMDE1420,28.01,79.11,BADAUN,2011-08-09,UTTAR PRADESH,10
In-Active,2018-08-22,Hourly,14158D,IMDE1421,25.92,84.13,BALLIA,2011-08-09,UTTAR PRADESH,10
In-Active,2016-02-01,Hourly,14158F,IMDE1423,26.79,82.72,BASTI,2011-08-09,UTTAR PRADESH,10
In-Active,2015-11-18,Hourly,141590,IMDE1424,25.21,82.27,BHADOHI,2011-08-09,UTTAR PRADESH,10
In-Active,2018-12-31,Hourly,141591,IMDE1425,27.60,81.58,BHARAICH_AGRO,2011-08-09,UTTAR PRADESH,10
In-Active,2015-05-29,Hourly,141592,IMDE1426,25.53,78.40,BHARARI_AGRO,2011-08-09,UTTAR PRADESH,10
In-Active,2016-05-09,Hourly,141594,IMDE1428,28.39,77.83,BULANDSAHAR,2011-08-09,UTTAR PRADESH,10
In-Active,2016-10-19,Hourly,141595,IMDE1429,26.48,83.77,DEORIA,2011-08-09,UTTAR PRADESH,10
In-Active,2018-10-05,Hourly,141596,IMDE1430,25.43,78.57,JHANSI,2011-08-09,UTTAR PRADESH,10
In-Active,2019-01-02,Hourly,141597,IMDE1431,26.54,81.83,FAIZABAD_AGRO,2011-08-09,UTTAR PRADESH,10
In-Active,2016-05-09,Hourly,141599,IMDE1433,26.13,81.94,GONDA,2011-08-09,UTTAR PRADESH,10
In-Active,2016-02-15,Hourly,14159B,IMDE1435,25.72,82.68,JAUNPUR,2011-08-09,UTTAR PRADESH,10
In-Active,2016-10-19,Hourly,14159C,IMDE1436,27.03,79.92,KANNAUJ,2011-08-09,UTTAR PRADESH,10
In-Active,2019-01-02,Hourly,14159D,IMDE1437,26.78,83.10,KHALILABAD,2012-05-27,UTTAR PRADESH,10
In-Active,2015-01-07,Hourly,14159E,IMDE1438,25.35,81.30,KOKHRAJ,2011-08-09,UTTAR PRADESH,10
In-Active,2013-09-16,Hourly,14159F,IMDE1439,26.85,83.95,KHUSHINAGAR,2012-05-26,UTTAR PRADESH,10
In-Active,2018-12-15,Hourly,1415A0,IMDE1440,27.14,83.53,MAHARAJGANJ,2011-08-09,UTTAR PRADESH,10
In-Active,2013-06-30,Hourly,1415A1,IMDE1441,25.92,83.56,MAU,2011-08-09,UTTAR PRADESH,10
In-Active,2013-09-13,Hourly,1415A2,IMDE1442,27.55,82.64,PACHPEDWA_AGRO,2012-06-29,UTTAR PRADESH,10
In-Active,2016-05-09,Hourly,1415A3,IMDE1443,28.65,79.80,PILIBHIT,2011-08-09,UTTAR PRADESH,10
In-Active,2015-12-16,Hourly,1415A5,IMDE1445,25.17,82.60,PIPRADAH_AGRO,2011-08-09,UTTAR PRADESH,10
In-Active,2013-06-28,Hourly,1415A6,IMDE1446,28.82,79.03,RAMPUR_AWS,2011-08-09,UTTAR PRADESH,10
In-Active,2016-10-22,Hourly,1415A7,IMDE1447,27.27,83.07,SIDHARTHNAGAR,2011-08-09,UTTAR PRADESH,10
In-Active,2016-10-14,Hourly,1415A8,IMDE1448,26.57,80.48,UNNAO_AGRO,2011-08-09,UTTAR PRADESH,10
In-Active,2016-12-16,Hourly,16913E,IMDB0318,30.32,78.02,KARANPUR_DEHRADUN,2011-08-09,UTTRAKHAND,38
In-Active,2016-12-16,Hourly,092A58,IMDC2648,30.87,78.01,PUROLA_UTTARKASHI,2015-03-04,UTTRAKHAND,38
In-Active,NA,Hourly,0B6EBE,IMDD3774,30.55,79.57,JOSHIMATH_CHAMOLI,NA,UTTRAKHAND,38
In-Active,NA,Hourly,0B6EBF,IMDD3775,30.32,78.97,MET_RUDRA_PRAYAG,NA,UTTRAKHAND,38
In-Active,NA,Hourly,0B6EC0,IMDD3776,30.40,79.32,MET_OBS_CHAMOLI,NA,UTTRAKHAND,38
In-Active,NA,Hourly,0B6EC2,IMDD3778,30.40,79.45,RAD_OF_UTTARKASHI,NA,UTTRAKHAND,38
In-Active,2019-01-02,Hourly,0B6EC4,IMDD3780,29.47,79.65,MUKTESHWR_NAINITL,2011-08-09,UTTRAKHAND,38
In-Active,2016-10-19,Hourly,1414E5,IMDE1253,25.17,80.91,BHARSAR,2011-08-09,UTTRAKHAND,38
In-Active,2016-12-16,Hourly,1414E6,IMDE1254,29.93,77.97,DHANAURI,2011-08-09,UTTRAKHAND,38
In-Active,2016-10-11,Hourly,1414E7,IMDE1255,28.98,79.40,RUDRAPUR,2011-08-09,UTTRAKHAND,38
In-Active,2015-05-27,Hourly,1414E8,IMDE1256,29.57,80.23,PITHAURAGARH,2011-08-09,UTTRAKHAND,38
In-Active,2016-05-08,Hourly,1414E9,IMDE1257,29.34,80.09,CHAMPAWAT,2011-08-09,UTTRAKHAND,38
In-Active,2016-12-16,Hourly,1414EA,IMDE1258,29.62,79.62,MATELA,2011-08-09,UTTRAKHAND,38
In-Active,2015-05-08,Hourly,1414EB,IMDE1259,29.95,79.90,KAPKOT,2011-11-25,UTTRAKHAND,38
In-Active,2014-08-08,Hourly,1414ED,IMDE1261,29.36,79.46,NAINITAL,2011-08-09,UTTRAKHAND,38
In-Active,2019-01-02,Hourly,1414EE,IMDE1262,30.19,78.18,JOLLYGRANT,2011-08-09,UTTRAKHAND,38
In-Active,2016-12-16,Hourly,1414EF,IMDE1263,29.02,79.48,PANTNAGAR_AGRO,2011-08-09,UTTRAKHAND,38
In-Active,2016-01-22,Hourly,1414F0,IMDE1264,29.84,77.92,ROORKEE_AGRO,2011-08-09,UTTRAKHAND,38
In-Active,2014-08-29,Hourly,14164E,IMDE1614,30.48,78.05,MASSOURIE,2011-08-09,UTTRAKHAND,38
In-Active,NA,Hourly,1555BC,IMDA1468,25.65,94.12,AG_ROAD_KOHIMA,NA,WEST BENGAL,7
In-Active,NA,Hourly,1555C9,IMDA1481,21.87,87.95,KHEJURI_JHARGRAM,NA,WEST BENGAL,7
In-Active,2018-11-26,Hourly,169145,IMDB0325,23.32,86.42,CKT_HOUSE_PURULIA,2012-05-29,WEST BENGAL,7
In-Active,NA,Hourly,092A61,IMDC2657,25.70,94.03,SOIL_SECHU_KOHIMA,NA,WEST BENGAL,7
