actv,enddate,frequency,id,key,latres,longres,name,startdate,state,sttid
In-Active,2019-05-08,Hourly,15F293,ISRO0659,24.00,76.75,Rajgarh Range (F),2010-07-04,MADHYA PRADESH,23
In-Active,2017-12-16,Hourly,15F294,ISRO0660,23.83,77.95,Vidisha Ganjbasada Depot (F),2010-03-05,MADHYA PRADESH,23
In-Active,2019-04-21,Hourly,15F295,ISRO0661,21.49,76.29,Burahonpur FV Hasanpura (F),2010-03-05,MADHYA PRADESH,23
In-Active,2019-04-20,Hourly,15F296,ISRO0662,23.40,76.25,Shajapur Range office (F),2009-09-22,MADHYA PRADESH,23
In-Active,2019-07-21,Hourly,15F297,ISRO0663,23.00,74.58,Jambua Kotnai Range (F),2009-10-20,MADHYA PRADESH,23
In-Active,2020-04-01,Hourly,15F298,ISRO0664,24.37,79.21,Barwoni Village Bokrata (F),2010-01-15,MADHYA PRADESH,23
In-Active,2019-04-22,Hourly,15F299,ISRO0665,21.71,78.11,Sendhwa Division office (F),2009-08-05,MADHYA PRADESH,23
In-Active,2021-12-21,Hourly,15F29A,ISRO0666,22.35,75.68,Indore Wanchoo Point (F),2009-07-10,MADHYA PRADESH,23
In-Active,2019-04-19,Hourly,15F29B,ISRO0667,22.95,76.05,Dewas (F),2009-09-22,MADHYA PRADESH,23
In-Active,2018-04-25,Hourly,15F29C,ISRO0668,22.56,75.12,Dhar Hathipara Range (F),2009-08-05,MADHYA PRADESH,23
In-Active,2019-04-18,Hourly,15F29D,ISRO0669,23.45,74.94,Ratlam Sailana Nursary (F),2009-08-06,MADHYA PRADESH,23
In-Active,2019-04-21,Hourly,15F29E,ISRO0670,21.63,76.86,Khandwa Range Khanlwa (F),2009-07-10,MADHYA PRADESH,23
In-Active,2019-11-02,Hourly,15F29F,ISRO0671,24.08,75.05,Mandsaur Division  office(F),2010-03-05,MADHYA PRADESH,23
In-Active,2017-11-24,Hourly,15F2A0,ISRO0672,22.28,76.11,Barwaha Village Moodri (F),2010-11-01,MADHYA PRADESH,23
In-Active,2019-04-19,Hourly,15F2A1,ISRO0673,23.20,75.86,Ujjain Naulaky (F),2009-09-22,MADHYA PRADESH,23
In-Active,2019-04-24,Hourly,15F2A2,ISRO0674,24.64,80.02,"Hinuoto Range Office, Panna National Park.",2010-12-08,MADHYA PRADESH,23
In-Active,2022-07-02,Hourly,15F2A3,ISRO0675,24.80,77.03,Guna Range office Binaganj (F),2010-03-05,MADHYA PRADESH,23
In-Active,2019-04-28,Hourly,15F2A4,ISRO0676,25.42,77.70,Madhav NP Seling club FRH (F),2009-09-22,MADHYA PRADESH,23
In-Active,2019-04-28,Hourly,15F2A5,ISRO0677,25.81,77.17,Palpur Kuno WLS (F),2010-03-05,MADHYA PRADESH,23
In-Active,2020-07-18,Hourly,15F2A6,ISRO0678,25.67,76.73,Sheopur Eco Centre (F),2010-03-05,MADHYA PRADESH,23
In-Active,2019-04-27,Hourly,15F2A7,ISRO0679,26.57,78.78,"Bhind Range , Bhind(F)",2009-09-22,MADHYA PRADESH,23
In-Active,2019-04-27,Hourly,15F2A8,ISRO0680,26.19,78.70,Datia Dirolipar Forest check post (F),2007-01-02,MADHYA PRADESH,23
In-Active,2019-04-27,Hourly,15F2A9,ISRO0681,26.28,78.09,"Gwalior, Villang Bheelpura (F)",2010-08-15,MADHYA PRADESH,23
In-Active,2021-10-22,Hourly,15F442,ISRO1090,23.48,77.74,Sanchi,2010-12-19,MADHYA PRADESH,23
In-Active,2019-04-21,Hourly,15F443,ISRO1091,22.95,77.63,Bimbetkar,2011-01-09,MADHYA PRADESH,23
In-Active,2021-08-27,Hourly,15F444,ISRO1092,24.85,79.92,Khajuraho,2011-01-02,MADHYA PRADESH,23
In-Active,2019-04-06,Hourly,15F00D,ISRO0013,21.15,79.03,RRSSC NAGPUR,2007-11-26,MAHARASTRA,8
In-Active,2019-06-28,Hourly,15F10A,ISRO0266,18.70,73.37,"INS Shivaji,Lonavala",2007-12-08,MAHARASTRA,8
In-Active,2019-02-22,Hourly,15F116,ISRO0278,19.33,74.64,"ASCAE, RAHURI, AHMEDNAGAR",2007-12-11,MAHARASTRA,8
In-Active,2019-02-18,Hourly,15F117,ISRO0279,19.04,74.65,ARS CHAS AHMEDNAGAR,2007-11-26,MAHARASTRA,8
In-Active,2019-11-10,Hourly,15F118,ISRO0280,19.62,74.65,"ARS SHRIRAMPUR,AHMEDNAGAR",2007-11-26,MAHARASTRA,8
In-Active,2022-01-04,Hourly,15F119,ISRO0281,19.82,74.46,"ARS SALVIHIR FARM,KOPERGAON",2007-11-26,MAHARASTRA,8
In-Active,2022-07-11,Hourly,15F11A,ISRO0282,18.22,75.15,"ARS JEYUR KARMALA, SOLAPUR",2007-12-16,MAHARASTRA,8
In-Active,2019-04-09,Hourly,15F11B,ISRO0283,17.82,75.82,ARS MOHEL SOLAPUR,2007-12-15,MAHARASTRA,8
In-Active,2019-04-09,Hourly,15F11C,ISRO0284,17.69,75.95,"ZARS RAVIVARPETH,SOLAPUR",2007-11-26,MAHARASTRA,8
In-Active,2019-04-08,Hourly,15F11D,ISRO0285,16.89,74.52,"ARS,Kasabe,Digraj,Sangli",2008-04-22,MAHARASTRA,8
In-Active,2019-04-11,Hourly,15F11E,ISRO0286,18.09,74.23,"CSRS,Padegaon,Satara",2008-04-22,MAHARASTRA,8
In-Active,2021-06-04,Hourly,15F11F,ISRO0287,18.55,73.82,"ZARS,Ganeshkhind,Pune",2008-04-22,MAHARASTRA,8
In-Active,2019-08-06,Hourly,15F120,ISRO0288,18.73,73.63,"ARS VADGAON,PUNE",2007-11-26,MAHARASTRA,8
In-Active,2023-08-27,Hourly,15F121,ISRO0289,18.49,73.98,"AS,Manjari Farm,Haveli,Pune",2008-04-22,MAHARASTRA,8
In-Active,2019-02-12,Hourly,15F122,ISRO0290,20.10,74.07,"ARS NIPHAD, NASIK",2007-12-13,MAHARASTRA,8
In-Active,2019-06-02,Hourly,15F123,ISRO0291,19.69,73.57,"ZARS IGATPURI, NASIK",2007-12-13,MAHARASTRA,8
In-Active,2022-05-18,Hourly,15F124,ISRO0292,20.17,73.99,"PINPALGAON, AHMEDNAGAR",2006-11-03,MAHARASTRA,8
Active,2024-06-06,Hourly,15F125,ISRO0293,19.87,75.71,"ARS,Badnapur,Jalna",2008-04-22,MAHARASTRA,8
In-Active,2019-09-20,Hourly,15F126,ISRO0294,19.86,75.29,"NARP,Paithan road,Aurangabad",2006-11-03,MAHARASTRA,8
In-Active,2020-08-07,Hourly,15F127,ISRO0295,19.94,74.73,"BRS,Vaijapur,Aurangabad",2008-04-22,MAHARASTRA,8
In-Active,2020-05-31,Hourly,15F128,ISRO0296,18.40,76.60,"ORS,Nanded Road,Latur",2008-04-22,MAHARASTRA,8
In-Active,2019-04-09,Hourly,15F129,ISRO0297,18.00,76.07,"KVK,Tuljapur,Osmanabad",2008-04-22,MAHARASTRA,8
In-Active,2019-04-09,Hourly,15F12A,ISRO0298,18.27,76.07,"CoA,Barsi bypass road,Osmanabad",2008-04-22,MAHARASTRA,8
In-Active,2017-08-30,Hourly,15F12B,ISRO0299,18.72,76.35,"CoA, AMBAJOGAI, Bid.",2007-11-26,MAHARASTRA,8
Active,2023-07-26,Hourly,15F12C,ISRO0300,19.16,77.32,"CRS TEGLUR NAKA,Nr.BAFNA NANDED",2007-11-26,MAHARASTRA,8
In-Active,2015-11-28,Hourly,15F12E,ISRO0302,20.63,75.48,"CRS,Udgir,Latur",2008-10-04,MAHARASTRA,8
In-Active,2021-11-21,Hourly,15F130,ISRO0304,20.56,75.70,"Ajanta Caves, Fardapur, Aurangabad",2010-08-15,MAHARASTRA,8
In-Active,2020-09-21,Hourly,15F131,ISRO0305,19.90,75.32,"Ajanta Caves, Bibi-Ka-Maqbara, Aurangabad",2008-04-24,MAHARASTRA,8
In-Active,2019-07-20,Hourly,15F132,ISRO0306,20.03,75.18,"Ellora Caves, Ellora, Aurangabad",2008-04-30,MAHARASTRA,8
In-Active,2018-12-06,Hourly,15F133,ISRO0307,18.95,72.92,"Elephanta Caves, Elephanta,",2008-04-22,MAHARASTRA,8
In-Active,2019-08-02,Hourly,15F135,ISRO0309,19.13,73.98,"Burla, Sambalpur District",2008-09-19,MAHARASTRA,8
In-Active,2019-04-04,Hourly,15F1D9,ISRO0473,19.69,72.76,ARS Palghar  Thane,2008-09-24,MAHARASTRA,8
In-Active,2012-09-14,Hourly,15F1DA,ISRO0474,18.98,73.10,KRS Panvel Raigad,2008-09-24,MAHARASTRA,8
In-Active,2019-04-04,Hourly,15F1DB,ISRO0475,18.92,73.32,RARS Karjat Raigad,2008-09-24,MAHARASTRA,8
In-Active,2013-11-21,Hourly,15F1DC,ISRO0476,18.43,73.18,KVK Killa Roha Raigad,2008-09-24,MAHARASTRA,8
In-Active,2019-04-05,Hourly,15F1DD,ISRO0477,17.77,73.17,CAET Dapoli Ratangiri,2008-09-29,MAHARASTRA,8
In-Active,2019-04-06,Hourly,15F1DE,ISRO0478,16.89,73.53,KVK Lanja Ratangiri,2008-10-01,MAHARASTRA,8
In-Active,2018-06-15,Hourly,15F1DF,ISRO0479,16.98,73.30,RCRS Bhatye Ratangiri,2008-10-01,MAHARASTRA,8
In-Active,2019-04-06,Hourly,15F1E0,ISRO0480,16.53,73.34,MRSC Rameshwar Vijaydurg,2009-02-27,MAHARASTRA,8
In-Active,2019-04-06,Hourly,15F1E1,ISRO0481,16.37,73.79,ARS Phondaghat Kankavalli Sindhudurg,2008-10-18,MAHARASTRA,8
In-Active,2019-04-07,Hourly,15F1E2,ISRO0482,15.86,73.65,RFRS Vengurla Sindhudurg,2008-09-24,MAHARASTRA,8
In-Active,2019-04-11,Hourly,15F1E3,ISRO0483,16.02,73.85,CBF Nieli Kudal Sindhudurg,2008-09-24,MAHARASTRA,8
In-Active,2020-08-01,Hourly,15F1E4,ISRO0484,19.34,77.16,SRS Basmat Nagar Higoli,2008-09-24,MAHARASTRA,8
In-Active,2024-06-02,Hourly,15F1E5,ISRO0485,19.87,75.92,AS Mantha Deulgaonraja  Jalna,2008-09-24,MAHARASTRA,8
In-Active,2019-04-11,Hourly,15F1E6,ISRO0486,19.34,75.71,WMRS Khamgaon Georal Beed,2009-02-27,MAHARASTRA,8
In-Active,2019-04-05,Hourly,15F1E7,ISRO0487,17.94,73.67,RWRRS Mahabaleshwar Satara,2008-09-24,MAHARASTRA,8
In-Active,2019-04-07,Hourly,15F1E8,ISRO0488,16.23,74.34,ARS Gadhinglaj Kolhapur,2008-09-24,MAHARASTRA,8
In-Active,2019-04-08,Hourly,15F1E9,ISRO0489,16.82,74.27,CA  Kolhapur,2009-02-27,MAHARASTRA,8
In-Active,2019-04-08,Hourly,15F1EA,ISRO0490,16.41,73.99,ARS Radhanagar Kolhapur,2008-09-24,MAHARASTRA,8
In-Active,2014-12-29,Hourly,15F1EB,ISRO0491,17.29,74.14,ARS Karad Satara,2008-09-24,MAHARASTRA,8
In-Active,2019-04-04,Hourly,15F1EC,ISRO0492,20.90,74.80,CA Dhule ,2008-09-24,MAHARASTRA,8
In-Active,2019-04-02,Hourly,15F1ED,ISRO0493,21.02,75.53,BRS Nimkhedi Road Jalgaon,2008-09-24,MAHARASTRA,8
In-Active,2019-04-10,Hourly,15F1EE,ISRO0494,17.66,75.30,POCRTC Pandharpur Solapur,2008-09-24,MAHARASTRA,8
In-Active,2017-09-23,Hourly,15F1EF,ISRO0495,18.75,73.40,ARS Lonavala Maval Pune,2008-09-24,MAHARASTRA,8
In-Active,2019-04-08,Hourly,15F1F0,ISRO0496,20.22,79.02,ARS Eakarjuna Warora Chandrapur,2009-01-01,MAHARASTRA,8
In-Active,2019-04-08,Hourly,15F1F1,ISRO0497,20.30,79.68,ZARC Sindewahi chandrapur,2008-09-24,MAHARASTRA,8
In-Active,2019-04-07,Hourly,15F1F2,ISRO0498,21.07,79.99,ARS Sakoli Bhandara,2009-01-01,MAHARASTRA,8
In-Active,2019-04-09,Hourly,15F1F3,ISRO0499,20.52,78.79,ARS Kutki Hinganghat Wardha,2008-09-24,MAHARASTRA,8
In-Active,2019-04-09,Hourly,15F1F4,ISRO0500,20.40,78.12,ZARC Waghapur Road Yevatmal,2009-01-01,MAHARASTRA,8
In-Active,2019-04-07,Hourly,15F1F5,ISRO0501,21.39,80.40,ARS Mhali  Gondia,2009-07-24,MAHARASTRA,8
In-Active,2017-11-15,Hourly,15F1F6,ISRO0502,21.50,80.16,KVK Hiwara Gondia,2008-09-24,MAHARASTRA,8
In-Active,2019-04-06,Hourly,15F1F7,ISRO0503,21.25,78.61,RFRC Katol Nagpur,2008-10-07,MAHARASTRA,8
In-Active,2019-04-06,Hourly,15F1F8,ISRO0504,21.14,79.07,CA Nagpur,2009-02-27,MAHARASTRA,8
In-Active,2019-04-06,Hourly,15F1F9,ISRO0505,21.39,79.32,BRS Ramtek Nagpur,2008-10-06,MAHARASTRA,8
In-Active,2019-04-03,Hourly,15F1FA,ISRO0506,20.70,77.03,CRS Akola,2008-09-24,MAHARASTRA,8
In-Active,2021-10-19,Hourly,15F1FB,ISRO0507,21.30,77.51,ARS Achalpur Amravathi,2008-09-24,MAHARASTRA,8
In-Active,2019-04-12,Hourly,15F1FC,ISRO0508,20.54,76.19,ARS Buldhana Buldhana,2009-02-27,MAHARASTRA,8
In-Active,2019-08-29,Hourly,15F1FD,ISRO0509,20.14,77.15,ARS Washim Washim,2008-09-24,MAHARASTRA,8
In-Active,2019-04-05,Hourly,15F1FE,ISRO0510,20.95,77.78,ARS Nagpur road Amravathi,2008-09-24,MAHARASTRA,8
In-Active,2019-10-27,Hourly,15F1FF,ISRO0511,20.03,73.80,MERS Dindori Road Nasik,2008-10-03,MAHARASTRA,8
In-Active,2022-07-23,Hourly,15F200,ISRO0512,19.83,75.30,WALMI Kanchanwadi Aurangabad ,2008-09-24,MAHARASTRA,8
In-Active,2019-04-10,Hourly,15F201,ISRO0513,19.24,76.79,MAU Parbhani Parbhani,2008-09-24,MAHARASTRA,8
In-Active,2020-04-23,Hourly,15F202,ISRO0514,18.41,77.10,CRS Udgir Latur,2008-09-24,MAHARASTRA,8
In-Active,2017-09-18,Hourly,15F20A,ISRO0522,20.26,73.58,Dindori Peth Nashik,2008-09-24,MAHARASTRA,8
In-Active,2010-12-30,Hourly,15F20B,ISRO0523,20.58,73.79,Borgaon Kalwan Nashik,2008-09-24,MAHARASTRA,8
In-Active,2022-09-28,Hourly,15F20C,ISRO0524,20.60,74.20,Sinchan Satana Nashik,2008-09-24,MAHARASTRA,8
In-Active,2022-01-05,Hourly,15F20D,ISRO0525,20.52,74.54,Malegaon Girana Malegaon Nashik,2008-09-24,MAHARASTRA,8
In-Active,2017-09-19,Hourly,15F20E,ISRO0526,19.94,73.54,Gangapur Dam Nasik,2009-02-27,MAHARASTRA,8
Active,2023-07-30,Hourly,15F20F,ISRO0527,19.60,74.19,Newasa Sangamner Ahmednagar,2008-09-24,MAHARASTRA,8
In-Active,2017-11-22,Hourly,15F210,ISRO0528,19.36,75.71,WRD Sahagad Ambad Jalna,2008-09-24,MAHARASTRA,8
In-Active,2019-10-16,Hourly,15F211,ISRO0529,20.20,76.01,WRRGS Jafrabad Jalna,2008-09-24,MAHARASTRA,8
In-Active,2019-04-11,Hourly,15F212,ISRO0530,19.17,76.23,WRSD Majara colony Ambajogai Beed,2009-02-27,MAHARASTRA,8
In-Active,2020-07-28,Hourly,15F213,ISRO0531,19.54,76.35,WRSD Rejewadi post Selu Parbhani,2009-02-27,MAHARASTRA,8
In-Active,2019-04-10,Hourly,15F214,ISRO0532,18.06,76.92,HPSD Aurad Shahajani Nilanga Latur,2008-09-24,MAHARASTRA,8
In-Active,2011-03-04,Hourly,15F215,ISRO0533,17.44,73.73,KDMSD Koyanagar Patan Satara,2009-03-19,MAHARASTRA,8
In-Active,2019-04-05,Hourly,15F216,ISRO0534,21.27,78.05,UWDSD Morshi Amaravathi,2008-09-24,MAHARASTRA,8
In-Active,2019-04-09,Hourly,15F217,ISRO0535,20.54,78.39,WRSD Wardha Sirpur Deoli Wardha,2008-09-24,MAHARASTRA,8
In-Active,2017-11-16,Hourly,15F218,ISRO0536,19.42,80.58,GWRSD Bhamragad Gadchiroli,2010-12-17,MAHARASTRA,8
In-Active,2019-09-13,Hourly,15F219,ISRO0537,23.40,79.02,WRSD Deori Gondia,2009-02-27,MAHARASTRA,8
In-Active,2019-04-03,Hourly,15F21A,ISRO0538,21.24,76.02,MMP Raver Jalgaon,2008-09-24,MAHARASTRA,8
In-Active,2019-04-08,Hourly,15F21B,ISRO0539,17.05,75.20,Jat tal Sangli,2009-02-27,MAHARASTRA,8
In-Active,2019-04-10,Hourly,15F21C,ISRO0540,17.41,74.92,Swantra pul vasahat Atpadi Sangli,2009-02-27,MAHARASTRA,8
In-Active,2018-09-23,Hourly,15F21D,ISRO0541,18.06,73.67,Bhatghar Vasahat  Bhor Pune,2009-03-17,MAHARASTRA,8
In-Active,2020-02-11,Hourly,15F21E,ISRO0542,19.80,73.53,VHSD  Javhar Vaitarnagar Nashik,2009-02-27,MAHARASTRA,8
In-Active,2019-04-11,Hourly,15F21F,ISRO0543,18.83,74.35,SHPSD Shirur Pune,2009-02-27,MAHARASTRA,8
In-Active,2019-04-10,Hourly,15F220,ISRO0544,17.51,74.47,HPSD RGS at Ambawade Khatav Satara,2009-02-27,MAHARASTRA,8
In-Active,2019-03-25,Hourly,15F221,ISRO0545,18.53,73.61,WRSD Weghere Mulshi Pune,2009-02-27,MAHARASTRA,8
In-Active,2019-04-03,Hourly,15F222,ISRO0546,21.18,76.77,WDPSD Wari Telhara Akola,2009-02-27,MAHARASTRA,8
In-Active,2017-11-19,Hourly,15F223,ISRO0547,20.09,77.77,APSD Digras Yeotmal,2009-02-27,MAHARASTRA,8
In-Active,2019-04-02,Hourly,15F224,ISRO0548,21.07,75.78,HPSD Bhusawal Jalgaon,2008-09-24,MAHARASTRA,8
In-Active,2019-04-12,Hourly,15F225,ISRO0549,20.17,76.56,HPSD Fardapur Mehekar Buldhana,2009-02-27,MAHARASTRA,8
In-Active,2019-04-05,Hourly,15F226,ISRO0550,18.74,73.18,HMPSD Kamarli Pen Raigad,2009-02-27,MAHARASTRA,8
In-Active,2012-05-10,Hourly,15F25B,ISRO0603,19.00,72.91,"ISOMED, EAD, BARC, Trombay-1, Mumbai",2011-01-03,MAHARASTRA,8
In-Active,2019-01-02,Hourly,15F25C,ISRO0604,19.01,72.92,"RLG, EAD, BARC, Trombay-2, Mumbai",2009-12-10,MAHARASTRA,8
In-Active,2018-01-09,Hourly,15F25D,ISRO0605,19.03,72.98,"MANDALA CHURCH, EAD, BARC, Trombay-3, Mumbai",2009-12-10,MAHARASTRA,8
In-Active,2018-01-10,Hourly,15F25E,ISRO0606,19.01,72.91,"BABA POINT, EAD,BARC ,trombay-4, Mumbai",2009-12-10,MAHARASTRA,8
In-Active,2021-11-21,Hourly,15F414,ISRO1044,20.27,75.13,Kannad (Irrigation Sub-Division),2010-03-18,MAHARASTRA,8
In-Active,2018-08-29,Hourly,15F415,ISRO1045,19.51,73.41,"Bhatsa Dam Division, Shahapura  ",2010-07-25,MAHARASTRA,8
In-Active,2017-11-04,Hourly,15F416,ISRO1046,21.64,74.24,"M. I. Tank, Razawa, Talode  ",2010-08-21,MAHARASTRA,8
In-Active,2018-12-08,Hourly,15F417,ISRO1047,21.16,73.80,"M. I. Tank, Sullipada, Navapur",2010-03-18,MAHARASTRA,8
In-Active,2015-06-19,Hourly,15F418,ISRO1048,21.45,74.98,Shirpur (Karwand Medium Project),2010-03-23,MAHARASTRA,8
In-Active,2017-11-05,Hourly,15F419,ISRO1049,20.96,74.13,Pimpalner (Panzara irrigation colony),2010-03-18,MAHARASTRA,8
In-Active,2021-08-22,Hourly,15F41A,ISRO1050,19.25,73.82,Manikdoh (Manikdoh dam & canal section),2010-08-15,MAHARASTRA,8
In-Active,2019-04-11,Hourly,15F41B,ISRO1051,18.46,74.58,Daund (Bhima lift irrigation section),2010-08-15,MAHARASTRA,8
In-Active,2017-11-10,Hourly,15F41C,ISRO1052,21.17,77.32,Shahanoor (Shahanoor irrigation Section),2010-03-19,MAHARASTRA,8
In-Active,2019-04-05,Hourly,15F41D,ISRO1053,21.40,77.31,Chikaldara (Chikadara wireless station),2010-08-15,MAHARASTRA,8
In-Active,2016-07-02,Hourly,15F41E,ISRO1054,19.61,78.20,Kinwat (Irrigation management sub-division),2010-11-10,MAHARASTRA,8
In-Active,2019-04-08,Hourly,15F41F,ISRO1055,20.62,79.96,Wadsa (Itiadoh Irrigation management sub division),2010-03-25,MAHARASTRA,8
In-Active,2017-11-13,Hourly,15F420,ISRO1056,21.15,79.09,Bhandara (Silli Godown),2010-03-22,MAHARASTRA,8
In-Active,2019-04-09,Hourly,15F421,ISRO1057,20.05,79.38,Chimur (Irrigation section),2010-04-01,MAHARASTRA,8
In-Active,2019-04-08,Hourly,15F422,ISRO1058,19.94,79.89,Chamorshi (Irrigation section),2010-03-28,MAHARASTRA,8
In-Active,2019-04-08,Hourly,15F423,ISRO1059,19.72,79.17,Gadchandur (Irrigation Section),2010-03-30,MAHARASTRA,8
In-Active,2019-04-10,Hourly,15F424,ISRO1060,19.49,77.65,Hadgaon (Upper Penganga project division),2010-09-08,MAHARASTRA,8
In-Active,2019-04-03,Hourly,15F425,ISRO1061,20.69,76.59,Khamgaon (Mun project irrigation),2010-04-03,MAHARASTRA,8
In-Active,2020-03-06,Hourly,15F426,ISRO1062,18.80,75.17,Ashti (M I sub division),2010-03-27,MAHARASTRA,8
In-Active,2020-04-20,Hourly,15F427,ISRO1063,18.85,77.54,Naigaon (MPM sub division No.2),2010-04-29,MAHARASTRA,8
In-Active,2019-01-10,Hourly,15F056,ISRO0086,24.33,94.02,Chandal,2008-07-29,MANIPUR,24
In-Active,2011-01-23,Hourly,15F057,ISRO0087,24.60,94.02,Thoubal,2009-01-31,MANIPUR,24
In-Active,2019-01-04,Hourly,15F058,ISRO0088,24.84,93.93,Imphal,2008-07-23,MANIPUR,24
In-Active,2019-01-07,Hourly,15F059,ISRO0089,24.34,93.65,Churachandpur,2008-08-05,MANIPUR,24
In-Active,2017-10-12,Hourly,15F05A,ISRO0090,24.77,93.65,Tupul,2008-08-05,MANIPUR,24
In-Active,2019-01-05,Hourly,15F05B,ISRO0091,25.06,94.33,Ukhrul,2009-02-03,MANIPUR,24
In-Active,2019-03-14,Hourly,15F00E,ISRO0014,25.67,91.90,NESAC,2006-01-07,MEGHALAY,13
In-Active,2019-01-03,Hourly,15F029,ISRO0041,25.57,91.87,SHILLONG,2006-01-07,MEGHALAY,13
In-Active,2019-01-02,Hourly,15F02A,ISRO0042,25.43,92.17,JOWAI,2006-11-07,MEGHALAY,13
In-Active,2020-04-06,Hourly,15F02B,ISRO0043,25.33,92.37,KLEIRIHAT,2006-05-08,MEGHALAY,13
In-Active,2024-06-08,Hourly,15F02C,ISRO0044,25.55,91.63,MAIRANG,2006-11-07,MEGHALAY,13
In-Active,2019-01-03,Hourly,15F02D,ISRO0045,25.49,91.25,NONGSTOIN,2006-05-16,MEGHALAY,13
In-Active,2021-06-27,Hourly,15F02E,ISRO0046,25.33,91.58,WEILOI,2006-01-07,MEGHALAY,13
In-Active,2020-11-07,Hourly,15F030,ISRO0048,25.17,92.25,AMLARAM,2008-07-29,MEGHALAY,13
In-Active,2018-12-27,Hourly,15F032,ISRO0050,26.02,91.85,BHARNIHAT,2006-01-07,MEGHALAY,13
In-Active,2016-04-02,Hourly,15F034,ISRO0052,25.52,90.56,WILLIAM NAGAR,2006-07-07,MEGHALAY,13
In-Active,2020-10-08,Hourly,15F035,ISRO0053,25.20,90.65,BAGHMARA,2008-06-13,MEGHALAY,13
In-Active,2019-01-03,Hourly,15F036,ISRO0054,25.27,91.73,CHIRAPUNJI,2006-05-16,MEGHALAY,13
In-Active,2019-01-02,Hourly,15F037,ISRO0055,25.67,91.88,UMSINING,2006-07-23,MEGHALAY,13
In-Active,2017-08-01,Hourly,15F046,ISRO0070,25.63,90.47,SARANGMA Samrak ,2006-08-10,MEGHALAY,13
In-Active,2019-11-14,Hourly,15F047,ISRO0071,25.48,90.20,TURA,2007-11-26,MEGHALAY,13
In-Active,2018-12-10,Hourly,15F048,ISRO0072,25.40,90.40,"RANGMAL GIRI, Gomaijhora",2008-08-12,MEGHALAY,13
In-Active,2025-07-05,Hourly,15F555,ISRO1365,25.49,92.35,Shangpung,2022-06-23,MEGHALAY,13
Active,2024-08-19,Hourly,15F556,ISRO1366,25.45,92.50,Khlookynrien,2022-06-22,MEGHALAY,13
Active,2024-08-13,Hourly,15F557,ISRO1367,25.34,92.58,Daistong,2023-06-24,MEGHALAY,13
Active,2024-07-17,Hourly,15F558,ISRO1368,25.26,92.70,Saibual,2022-06-22,MEGHALAY,13
In-Active,2024-08-17,Hourly,15F559,ISRO1369,25.38,92.45,Sutnga,2022-06-22,MEGHALAY,13
Active,2024-08-29,,15F55E,ISRO1374,25.23,90.39,"Gasuapara, South Garo Hills",2023-08-02,MEGHALAY,13
Active,2025-07-05,,15F55F,ISRO1375,25.32,92.70,"Lura, East Jaitia Hills",2023-09-29,MEGHALAY,13
In-Active,2017-11-25,Hourly,15F02F,ISRO0047,22.49,92.97,SAIHA,2007-11-26,MIZORAM,14
In-Active,2017-11-20,Hourly,15F031,ISRO0049,23.91,92.48,MAMIT,2006-07-29,MIZORAM,14
In-Active,2017-11-26,Hourly,15F033,ISRO0051,23.47,93.30,CHAMPHAL,2006-03-29,MIZORAM,14
In-Active,2018-03-05,Hourly,15F038,ISRO0056,24.20,92.68, KOLASIB,2006-01-07,MIZORAM,14
In-Active,2018-11-01,Hourly,15F039,ISRO0057,23.73,92.70,Lamphui,2009-10-20,MIZORAM,14
Active,2025-07-05,Hourly,15F54B,ISRO1355,23.54,92.74,Phulpui,2022-09-28,MIZORAM,14
Active,2025-07-05,Hourly,15F54C,ISRO1356,23.67,92.96,Keifang,2022-06-22,MIZORAM,14
Active,2025-07-05,Hourly,15F54D,ISRO1357,23.87,92.87,Khawruhlian,2023-04-28,MIZORAM,14
Active,2025-07-05,Hourly,15F54E,ISRO1358,24.03,92.89,North Serzawl,2023-04-27,MIZORAM,14
Active,2025-07-05,Hourly,15F54F,ISRO1359,24.29,92.91,Palsang,2022-06-22,MIZORAM,14
Active,2025-07-05,Hourly,15F550,ISRO1360,23.78,92.77,Muthi,2022-06-22,MIZORAM,14
Active,NA,,15F560,ISRO1376,22.92,92.53,"Tuichawng, Lunglei",NA,MIZORAM,14
Active,2024-11-15,,15F561,ISRO1377,22.24,92.80,"Tuithumhnar, Lawngtlai ",2023-09-27,MIZORAM,14
Active,2025-07-05,Hourly,15F546,ISRO-1350,25.57,94.23,KIKRUMA,2020-12-23,NAGALAND,22
Active,2025-05-27,Hourly,15F547,ISRO-1351,25.67,94.12,SEIKHAZOU,2020-12-31,NAGALAND,22
Active,2024-07-31,Hourly,15F548,ISRO-1352,25.89,94.27,PUGHOBOTO,2020-12-31,NAGALAND,22
Active,2025-07-05,Hourly,15F549,ISRO-1353,26.02,94.51,NATHA_OLD,2021-01-09,NAGALAND,22
In-Active,2025-06-26,Hourly,15F54A,ISRO-1354,26.29,94.40,MANGMETONG,2021-01-09,NAGALAND,22
In-Active,2017-09-03,Hourly,15F04E,ISRO0078,26.00,94.25,Tseminyu,2008-02-19,NAGALAND,22
Active,2025-06-15,Hourly,15F04F,ISRO0079,26.02,94.27,Wokha,2008-02-28,NAGALAND,22
In-Active,2010-12-15,Hourly,15F051,ISRO0081,25.66,93.69,Jalukie,2008-03-01,NAGALAND,22
In-Active,2019-09-28,Hourly,15F053,ISRO0083,25.76,93.84,Zharnapani,2008-02-26,NAGALAND,22
