actv,enddate,frequency,id,key,latres,longres,name,startdate,state,sttid
In-Active,2018-05-21,Hourly,15F1D6,ISRO0470,14.87,74.44,ESL KGS Kaiga -5 O&M BUILDINGS 3 &4,2008-09-24,KARNATAKA,9
In-Active,2017-11-30,Hourly,15F1D7,ISRO0471,14.87,74.43,ESL KGS Kaiga -6,2008-09-24,KARNATAKA,9
In-Active,2011-02-17,Hourly,15F1D8,ISRO0472,14.86,74.44,ESL KGS Kaiga -7,2008-09-24,KARNATAKA,9
In-Active,2019-01-02,Hourly,15F203,ISRO0515,14.85,74.43,ESL KGS Kaiga 8,2008-09-24,KARNATAKA,9
In-Active,2017-12-08,Hourly,15F209,ISRO0521,15.95,75.81,ASA ASI Badami Bagalkot,2008-09-24,KARNATAKA,9
In-Active,2010-12-12,Hourly,15F23E,ISRO0574,14.39,76.58,DRDO-ATR-Challakere,2010-12-12,KARNATAKA,9
In-Active,2019-04-12,Hourly,15F25F,ISRO0607,12.57,75.85,KOVER COLLY TEA ESTATE SOMWARIPET,2009-08-05,KARNATAKA,9
In-Active,2019-04-12,Hourly,15F260,ISRO0608,12.48,75.79,"Elk Hill Estates, TBBTCL, Sodapur",2009-08-17,KARNATAKA,9
In-Active,2020-03-08,Hourly,15F261,ISRO0609,12.43,75.73,PALANGALA-Kandanakolly post-Madikeri,2010-08-15,KARNATAKA,9
In-Active,2019-04-12,Hourly,15F262,ISRO0610,12.28,75.90,Durgadevi Estate-Makkandur-Madikeri,2010-08-15,KARNATAKA,9
In-Active,2017-12-17,Hourly,15F263,ISRO0611,12.46,75.80,"Kottoli Village, K.Boikeri,Virajpet",2009-08-05,KARNATAKA,9
In-Active,2019-04-12,Hourly,15F264,ISRO0612,12.68,75.84,"Coovercolly Estate, TATA Coffee Ltd,Somwarpet",2009-10-31,KARNATAKA,9
In-Active,2017-12-19,Hourly,15F265,ISRO0613,12.30,75.88,Co-op Bank-Maldare-Sidapur,2010-11-19,KARNATAKA,9
In-Active,2019-04-12,Hourly,15F266,ISRO0614,12.24,75.93,Kolagundy Estate-Pollibetta ,2010-08-15,KARNATAKA,9
In-Active,2013-09-30,Hourly,15F267,ISRO0615,12.12,76.07,Coffee Planter-Nittor-Balele,2010-11-17,KARNATAKA,9
In-Active,2017-12-18,Hourly,15F268,ISRO0616,12.39,75.50,Kailasa Ashram-Thalacauvery Temple-Bhagamandala,2010-08-15,KARNATAKA,9
In-Active,2017-12-20,Hourly,15F269,ISRO0617,11.97,76.06,Sukhaliya  Estate  Kutta,2010-12-05,KARNATAKA,9
In-Active,2017-12-16,Hourly,15F26A,ISRO0618,12.51,75.82,"Smt Chennamma Jr.College,Madapur",2009-08-05,KARNATAKA,9
In-Active,2019-04-12,Hourly,15F26B,ISRO0619,12.38,75.84,CRSS Coffee Board-Chettally,2010-08-15,KARNATAKA,9
In-Active,2017-12-18,Hourly,15F26C,ISRO0620,12.33,75.70,Madhubane Estate-Napoklu,2010-08-15,KARNATAKA,9
In-Active,2018-11-07,Hourly,15F26D,ISRO0621,12.42,75.75,"Codagu Planters Association, GT Road, Madikeri",2009-10-28,KARNATAKA,9
In-Active,2021-10-18,Hourly,15F342,ISRO0834,12.80,77.38,"scientist,silk farm breeding kssrdi bidadi ramanag",2009-08-05,KARNATAKA,9
In-Active,2020-05-28,Hourly,15F343,ISRO0835,12.68,77.32, silk farm department of seri culture kp doddi ram,2009-08-05,KARNATAKA,9
In-Active,2020-07-25,Hourly,15F344,ISRO0836,12.67,77.22,DoS Chenna Patna,2009-10-24,KARNATAKA,9
In-Active,2021-02-12,Hourly,15F345,ISRO0837,12.59,77.04,MADDUR ,2009-08-05,KARNATAKA,9
In-Active,2021-02-12,Hourly,15F346,ISRO0838,12.42,76.69,SRI RANGA PATNAM,2009-10-27,KARNATAKA,9
In-Active,2019-01-02,Hourly,15F347,ISRO0839,12.54,76.92,DD OF SERICULTURE ,2009-08-05,KARNATAKA,9
In-Active,2019-04-24,Hourly,15F348,ISRO0840,11.93,76.95,Deputy Director of Sericutlure Govt. Model Grainag,2010-12-24,KARNATAKA,9
In-Active,2017-12-23,Hourly,15F349,ISRO0841,12.15,77.09,KOLLEGALA MANDAL SERICULTURE,2009-08-05,KARNATAKA,9
In-Active,2017-12-23,Hourly,15F34A,ISRO0842,12.00,77.14,KSSRDI Sub Division-B.R. Hills-Yalandur Taluk ,2010-12-16,KARNATAKA,9
In-Active,2017-12-22,Hourly,15F34B,ISRO0843,12.11,76.67,"seri culture, nandanagoud taluk, ",2009-08-05,KARNATAKA,9
In-Active,2019-04-25,Hourly,15F34C,ISRO0844,12.96,77.23,"dy.Director,sericulture.govt.sil farm (m)magadi ra",2009-08-05,KARNATAKA,9
In-Active,2017-12-22,Hourly,15F34D,ISRO0845,12.56,76.33,"Naracheanahalli,Mirle Post,K.R.Nagar Taluka",2009-08-05,KARNATAKA,9
In-Active,2018-08-10,Hourly,15F3E4,ISRO0996,13.25,75.59,Tarigudda Estate- ALDUR - 577111- Chikmaglur Dist,2010-11-25,KARNATAKA,9
In-Active,2018-06-10,Hourly,15F3E5,ISRO0997,13.40,75.40,Hiregudda Estate-   JAYAPURA - 577123,2010-05-10,KARNATAKA,9
In-Active,2017-12-12,Hourly,15F3E6,ISRO0998,13.44,75.81,Mahaveer Estate - MALLENA HALLI - 577131 ,2010-05-10,KARNATAKA,9
In-Active,2017-12-20,Hourly,15F3E7,ISRO0999,12.11,75.85,"V.Badaga Village, Virajpet.",2010-11-03,KARNATAKA,9
In-Active,2017-12-25,Hourly,15F437,ISRO1079,13.34,77.12,Tumkur,2010-05-02,KARNATAKA,9
In-Active,2017-12-21,Hourly,15F438,ISRO1080,12.31,76.65,Mysore,2010-05-15,KARNATAKA,9
In-Active,2017-12-20,Hourly,15F43F,ISRO1087,12.14,75.94,Ponnampet,2011-06-20,KARNATAKA,9
In-Active,2014-12-07,Hourly,15F440,ISRO1088,12.21,75.81,Virajpet,2010-11-26,KARNATAKA,9
In-Active,2011-04-29,Hourly,15F4CA,ISRO1226,12.21,75.96,"Channangoli Estate, Devapura, Ganicoppal.",2010-11-24,KARNATAKA,9
In-Active,2018-03-13,Hourly,15F4CB,ISRO1227,12.32,75.79,"Kattemad Estate, Margodu, Madikeri",2010-11-23,KARNATAKA,9
In-Active,2018-10-30,Hourly,15F4CC,ISRO1228,12.48,75.84,"Nakoor Bledfa Estate, Suntikoppa.",2010-11-29,KARNATAKA,9
In-Active,2017-12-30,Hourly,15F4D3,ISRO1235,12.95,77.50,"Bangalore University,Dept. of Physics,Bangalore,",2010-12-10,KARNATAKA,9
In-Active,2015-06-05,Hourly,15F4D5,ISRO1237,12.36,76.53,ERC-Yelwal- Mysore,2012-09-27,KARNATAKA,9
In-Active,2018-11-26,Hourly,15F4D6,ISRO1238,12.36,76.51,BARC Campus-Mysore,2010-12-17,KARNATAKA,9
In-Active,2017-12-10,Hourly,15F4E3,ISRO1251,14.63,74.85,"MM Arts&Science College, Sirsi",2013-10-25,KARNATAKA,9
In-Active,2017-12-15,Hourly,15F4E4,ISRO1252,12.78,75.18,"VCET, Puttur, Dakshina Kanada",2010-11-27,KARNATAKA,9
In-Active,2017-09-16,Hourly,15F4E5,ISRO1253,13.40,77.70,"Satya Sai Loka Seva Trust, Muddenahalli, Chickballapur",2011-02-19,KARNATAKA,9
In-Active,2017-12-14,Hourly,15F4E6,ISRO1254,12.73,75.10,"Satya Sai Loka Seva Trust, Alike,Buntwal, Dakshina Kanada",2013-10-22,KARNATAKA,9
In-Active,2017-12-28,Hourly,15F4E7,ISRO1255,14.83,74.13,"PG Centre of Karnataka University, Kodaibag, Karwar",2011-02-13,KARNATAKA,9
In-Active,2021-12-31,Hourly,15F4E8,ISRO1256,13.73,75.63,"Kuvempu University, Shimoga",2013-10-22,KARNATAKA,9
In-Active,2017-12-08,Hourly,15F4EA,ISRO1258,16.83,75.64,"Karanataka State Womens University, Bijapur",2010-12-15,KARNATAKA,9
In-Active,2017-12-15,Hourly,15F4EB,ISRO1259,13.01,74.80,NIT-Suratkal,2011-01-13,KARNATAKA,9
In-Active,2018-01-05,Hourly,15F4EC,ISRO1260,14.63,74.85,MysoreUniversity,2013-11-21,KARNATAKA,9
In-Active,2018-04-06,Hourly,15F50F,ISRO1295,12.93,77.58,"    	  National Degree College, Jayanagar, Bengaluru",2017-01-02,KARNATAKA,9
In-Active,2018-02-15,Hourly,15F510,ISRO1296,14.39,75.96,"Davangere University, Davangere",2016-12-27,KARNATAKA,9
In-Active,2018-02-19,Hourly,15F511,ISRO1297,12.55,77.42,"Rural College,Kanakapura, Bengaluru",2018-02-02,KARNATAKA,9
In-Active,2020-10-27,Hourly,15F530,ISRO1328,13.02,74.97,"Alva,s Institute of Engineering & Technology, Moodbidri",2017-11-21,KARNATAKA,9
In-Active,2018-03-10,Hourly,15F01A,ISRO0026,8.48,76.95,VSSC-Trivendrum,2006-11-07,KERALA,12
In-Active,2018-04-16,Hourly,15F01C,ISRO0028,8.48,76.95,GPO Vithura  Trivendrum,2006-11-07,KERALA,12
In-Active,2019-04-23,Hourly,15F01D,ISRO0029,10.27,76.47,DAF MAVELIKKARA ALAPPUZHA,2006-01-07,KERALA,12
In-Active,2017-12-23,Hourly,15F01E,ISRO0030,9.44,76.43,PSU MANKOMBU ALAPPUZHA,2006-01-07,KERALA,12
In-Active,2017-12-23,Hourly,15F01F,ISRO0031,9.30,76.60,PHC CHERIYAND ALAPPUZHA,2006-01-07,KERALA,12
In-Active,2017-12-23,Hourly,15F020,ISRO0032,9.50,76.60,SSF VEEYAPURAM ALAPPUZHA,2006-01-07,KERALA,12
In-Active,2019-04-15,Hourly,15F021,ISRO0033,11.58,76.15,GPO Meppadi Wayanad,2006-07-10,KERALA,12
In-Active,2019-04-16,Hourly,15F022,ISRO0034,11.67,76.27,VP Sulthan bathey Wayanad,2006-07-07,KERALA,12
In-Active,2019-04-16,Hourly,15F023,ISRO0035,11.80,76.20,AD Noolpuzha Wayanad,2006-07-07,KERALA,12
In-Active,2019-04-16,Hourly,15F024,ISRO0036,11.73,76.08,Priyad.Est Kunhome Wayanad,2006-11-07,KERALA,12
In-Active,2019-04-18,Hourly,15F025,ISRO0037,10.65,76.53,SSF ALATHUR PALAKKAD,2006-01-07,KERALA,12
In-Active,2017-12-25,Hourly,15F026,ISRO0038,8.43,76.99,Vellayani Agri Uni. Trivendram,2007-11-26,KERALA,12
In-Active,2019-07-19,Hourly,15F027,ISRO0039,10.15,76.40,PROF. C K RAJAN COCHIN UNIV.,2006-01-07,KERALA,12
In-Active,2017-12-25,Hourly,15F090,ISRO0144,8.72,76.72,SSF Chirayinkeezhu Trivendrum,2006-11-07,KERALA,12
In-Active,2017-12-24,Hourly,15F091,ISRO0145,9.17,76.72,SSF Adoor Pathanamthitta,2006-11-07,KERALA,12
In-Active,2019-04-23,Hourly,15F092,ISRO0146,9.37,76.57,SF Pullad Pathanamthitta,2006-11-07,KERALA,12
In-Active,2019-04-21,Hourly,15F093,ISRO0147,9.97,76.57,DAF Neriyamangalam Eranakulam,2006-11-03,KERALA,12
In-Active,2019-04-19,Hourly,15F094,ISRO0148,10.17,76.43,SSF Okkal Ernakulam,2006-11-07,KERALA,12
In-Active,2018-08-13,Hourly,15F095,ISRO0149,9.90,76.20,SSF Aluvathuruth Ernakulam,2006-11-07,KERALA,12
In-Active,2019-04-19,Hourly,15F096,ISRO0150,10.37,76.14,SSF EDATHURUTHI TRISSUR DIST.,2008-01-13,KERALA,12
In-Active,2019-04-17,Hourly,15F097,ISRO0151,11.48,75.62,CN Thikkody Kozhikode,2006-05-04,KERALA,12
In-Active,2019-06-05,Hourly,15F098,ISRO0152,11.45,75.97,SSF Puthupaddy Kozhikodse,2006-11-07,KERALA,12
In-Active,2019-04-17,Hourly,15F099,ISRO0153,11.60,75.82,DAF Peruvannamozhi Kozhikode,2006-11-07,KERALA,12
In-Active,2017-12-17,Hourly,15F09A,ISRO0154,10.53,76.70,OSF Nellampathy Palakad,2006-11-03,KERALA,12
In-Active,2021-06-16,Hourly,15F09B,ISRO0155,10.80,76.34,SSF Ananganadi Palakad,2006-11-07,KERALA,12
In-Active,2019-04-18,Hourly,15F09C,ISRO0156,10.77,76.65,HDF Malampuzha Palakkad,2006-11-07,KERALA,12
In-Active,2022-09-23,Hourly,15F09D,ISRO0157,10.75,76.85,ISDF Eruthiampathy Palakad,2006-11-09,KERALA,12
In-Active,2019-04-18,Hourly,15F09E,ISRO0158,11.32,76.25,DAF Chunkathara Malappuram,2007-11-26,KERALA,12
In-Active,2019-04-15,Hourly,15F09F,ISRO0159,11.75,75.52,SSF Vengad Kannur,2006-05-04,KERALA,12
In-Active,2019-04-15,Hourly,15F0A0,ISRO0160,11.80,75.47,"CN,PALAYAD,KANNUR",2007-11-26,KERALA,12
In-Active,2019-04-14,Hourly,15F0A1,ISRO0161,12.15,75.23,AF  Kankol  Kannur,2006-11-07,KERALA,12
In-Active,2020-06-30,Hourly,15F0A2,ISRO0162,12.05,75.38,DF  Thallparamba  Kannur,2006-11-03,KERALA,12
In-Active,2018-12-29,Hourly,15F0D9,ISRO0217,9.94,76.27,"SNOM, NAVY,COCHI (TRAINING)",2007-11-26,KERALA,12
In-Active,2019-01-02,Hourly,15F0DA,ISRO0218,9.94,76.27,"SNOM, NAVY, COCHI (MET SECTION)",2007-11-26,KERALA,12
In-Active,2019-01-02,Hourly,15F10E,ISRO0270,12.04,75.19,"INS Zamorin,Kannur",2007-11-26,KERALA,12
In-Active,2019-04-22,Hourly,15F167,ISRO0359,9.77,76.57,"FS,DAF,Kozha,Kottayam",2008-09-24,KERALA,12
In-Active,2019-06-19,Hourly,15F168,ISRO0360,9.58,77.12,"FS,SVF,Idukki",2008-09-24,KERALA,12
In-Active,2019-04-21,Hourly,15F169,ISRO0361,9.91,76.36,"AO,SSF,Karimanur,Idukki",2008-09-24,KERALA,12
In-Active,2019-04-19,Hourly,15F16A,ISRO0362,10.71,76.77,"DAF,Chelakkara,Venganeelur,Trissur",2008-09-24,KERALA,12
In-Active,2019-04-17,Hourly,15F16B,ISRO0363,11.03,75.87,"CN,Parapananagadi,Neduva, Malapuram",2008-09-24,KERALA,12
In-Active,2019-04-14,Hourly,15F16C,ISRO0364,12.35,75.09,"AO,SSF,Pullur,Haripuram,Kasargode",2008-09-24,KERALA,12
In-Active,2019-04-13,Hourly,15F16D,ISRO0365,12.56,75.20,"AO,CPO,Kuntar,Adhur Mulleria,Kasargod",2008-09-24,KERALA,12
In-Active,2017-12-26,Hourly,15F16E,ISRO0366,8.83,76.92,"AO,SSF,Kadakkel,Kadakkel Post",2008-09-24,KERALA,12
In-Active,2022-01-05,Hourly,15F1B0,ISRO0432,12.75,74.95,KVK Majeshwaram Kasargod,2008-09-24,KERALA,12
In-Active,2019-04-14,Hourly,15F1B1,ISRO0433,12.08,75.38,KVK Panniyur Kannur,2008-09-24,KERALA,12
In-Active,2019-04-16,Hourly,15F1B2,ISRO0434,11.62,76.21,RARS Ambalavayal Wayanad,2008-09-24,KERALA,12
In-Active,2015-12-19,Hourly,15F1B3,ISRO0435,11.54,76.02,CVAS Pookot Lakkidi Wayanad,2008-09-24,KERALA,12
In-Active,2019-04-17,Hourly,15F1B4,ISRO0436,11.09,76.12,CRS Anakkayam Malappuram,2008-09-24,KERALA,12
In-Active,2019-04-19,Hourly,15F1B5,ISRO0437,10.55,76.27,KVK KAU Trissur,2008-09-24,KERALA,12
In-Active,2019-06-12,Hourly,15F1B6,ISRO0438,10.31,76.34,ARS Chalakudy Trissur,2008-09-24,KERALA,12
In-Active,2019-04-20,Hourly,15F1B7,ISRO0439,9.98,76.23,FS Puduveypu Kochi,2008-09-24,KERALA,12
In-Active,2019-04-20,Hourly,15F1B8,ISRO0440,9.98,76.32,RRS Vyttila Kochi,2008-09-24,KERALA,12
In-Active,2019-04-21,Hourly,15F1B9,ISRO0441,9.80,77.16,CRS Pampadumpara Idukki,2006-05-04,KERALA,12
In-Active,2016-03-03,Hourly,15F1BA,ISRO0442,10.54,76.16,"COH, KAU Trissur",2009-03-26,KERALA,12
In-Active,2016-02-01,Hourly,15F1BB,ISRO0443,10.28,77.16,President MGO Marayoor Idukki,2009-02-27,KERALA,12
In-Active,2017-12-21,Hourly,15F1BC,ISRO0444,10.15,77.17,KDHPCPL MUNNAR IDUKKI,2008-09-24,KERALA,12
In-Active,2018-03-26,Hourly,15F1BD,ISRO0445,9.36,76.56,PCE TANNITHODU KONNI ,2009-02-27,KERALA,12
In-Active,2019-04-22,Hourly,15F1BE,ISRO0446,9.89,77.16,ICRI  SB MYLADUMPARA IDUKKI,2008-09-24,KERALA,12
In-Active,2017-12-26,Hourly,15F3E2,ISRO0994,9.09,76.49,CWNA-Amrutha Viswa Vidyapeetam-Clappana PO,2010-02-05,KERALA,12
In-Active,2018-09-04,Hourly,15F3E3,ISRO0995,10.09,77.06,Anthoniar Colony- Munnar,2010-02-05,KERALA,12
Active,2024-01-22,Hourly,15F445,ISRO1093,9.95,76.27,Cochin Port,2010-12-05,KERALA,12
In-Active,2019-11-05,Hourly,15F517,ISRO1303,10.53,76.22,PWD_MULLAPERYR_DAM,2010-11-26,KERALA,12
Active,2023-10-28,Hourly,15F51D,ISRO1309,9.60,77.22,MANGALA_DEVI_ARG,2019-11-20,KERALA,12
Active,2023-09-16,Hourly,15F51E,ISRO1310,9.57,77.25,METHAKANAM_ARG,2019-11-21,KERALA,12
In-Active,2022-05-18,Hourly,15F51F,ISRO1311,9.52,77.26,MULLAKUDY_ARG,2010-12-01,KERALA,12
In-Active,2021-06-25,Hourly,15F520,ISRO1312,9.52,77.32,RANDATTINKARA_ARG,2020-12-24,KERALA,12
Active,2023-08-06,Hourly,15F521,ISRO1313,9.49,77.36,THAMARA_ARG,2020-12-25,KERALA,12
In-Active,2022-01-03,Hourly,15F522,ISRO1314,9.57,77.34,MANALAR_AWS,2019-12-05,KERALA,12
Active,2025-07-05,Hourly,15F523,ISRO1315,9.49,77.22,ARUVIYODA_AWS,2019-12-10,KERALA,12
In-Active,2025-05-29,Hourly,15F524,ISRO1316,9.49,77.14,KOZHIKKANAM_ARG,2019-12-07,KERALA,12
In-Active,2021-08-27,Hourly,15F525,ISRO1317,9.56,77.15,ANCHURULY_ARG,2010-12-11,KERALA,12
Active,2025-06-14,Hourly,15F526,ISRO1318,9.44,77.31,VALLIMALIE_ARG,2011-01-06,KERALA,12
In-Active,2022-08-10,Hourly,15F527,ISRO1319,9.53,77.11,VALLAKADAVU_ARG,2010-12-19,KERALA,12
In-Active,2021-06-18,Hourly,15F528,ISRO1320,9.44,77.31,MLAPPARA_ARG,2010-12-31,KERALA,12
Active,2025-06-27,Hourly,15F529,ISRO1321,9.48,77.28,THANIKUDI_ARG,2011-01-11,KERALA,12
In-Active,2018-10-10,Hourly,15F23A,ISRO0570,10.54,72.58,"DST, Kavaratti, Lakshadweep (stn code of ISRO570)",2009-03-12,LAKSHWADEEP,35
In-Active,2016-01-23,Hourly,15F4ED,ISRO1261,10.57,72.64,Kavaratti(Jetty),2014-09-02,LAKSHWADEEP,35
In-Active,2017-01-02,Hourly,15F4EE,ISRO1262,10.52,72.62,Kavaratti-Helipad,2015-01-20,LAKSHWADEEP,35
In-Active,2017-08-26,Hourly,15F4EF,ISRO1263,11.13,72.73,Amini,2016-06-14,LAKSHWADEEP,35
In-Active,2017-08-30,Hourly,15F4F0,ISRO1264,11.22,72.77,Kadmat,2017-04-29,LAKSHWADEEP,35
In-Active,2018-07-02,Hourly,15F4F1,ISRO1265,11.60,72.19,Bitra,2010-12-07,LAKSHWADEEP,35
In-Active,2019-10-11,Hourly,15F4F2,ISRO1266,11.69,72.71,Chetlat,2016-03-14,LAKSHWADEEP,35
In-Active,2018-08-25,Hourly,15F4F3,ISRO1267,11.49,73.00,Kiltan,2011-01-10,LAKSHWADEEP,35
In-Active,2017-03-01,Hourly,15F4F4,ISRO1268,10.87,72.20,Agatti-Jetty,2016-02-15,LAKSHWADEEP,35
In-Active,2017-02-21,Hourly,15F4F5,ISRO1269,10.94,72.29,Bangaram ,2016-02-15,LAKSHWADEEP,35
In-Active,2018-04-29,Hourly,15F4F6,ISRO1270,10.56,72.65,Eastern Jetty-Kavaratti,2016-04-01,LAKSHWADEEP,35
In-Active,2017-08-12,Hourly,15F4F7,ISRO1271,10.07,73.65,Kalpeni,2016-03-14,LAKSHWADEEP,35
In-Active,2017-12-05,Hourly,15F4F8,ISRO1272,8.28,73.06,Minicoy,2016-04-01,LAKSHWADEEP,35
In-Active,2018-12-27,Hourly,15F4F9,ISRO1273,10.82,73.68,Androth,2011-01-03,LAKSHWADEEP,35
In-Active,2019-04-22,Hourly,15F136,ISRO0310,23.83,78.77,"Rangali Camp, Bargarh District",2008-09-26,MADHYA PRADESH,23
In-Active,2019-04-29,Hourly,15F137,ISRO0311,22.63,75.79,"Bheden, Bargarh District",2008-10-04,MADHYA PRADESH,23
In-Active,2019-04-25,Hourly,15F138,ISRO0312,24.57,81.33,"Rampur, Sonepur District",2006-05-04,MADHYA PRADESH,23
In-Active,2010-12-23,Hourly,15F139,ISRO0313,26.20,78.20,"Maneswar, Sambalpur District",2010-12-23,MADHYA PRADESH,23
In-Active,2019-04-19,Hourly,15F13A,ISRO0314,23.16,75.81,"Chiplima, Sambalpur District",2008-09-18,MADHYA PRADESH,23
In-Active,2012-06-12,Hourly,15F1A5,ISRO0421,23.29,77.47,"Dy.Director,MCF, Ayodhyanagar,Bhopal",2008-09-24,MADHYA PRADESH,23
In-Active,2015-04-08,Hourly,15F1D0,ISRO0464,23.20,77.45,"MCF, AYN6,Bhopal",2008-09-24,MADHYA PRADESH,23
In-Active,2023-02-04,Hourly,15F1D1,ISRO0465,24.05,75.13,"Mandsour,KVK Collage(Guest House)",2008-09-24,MADHYA PRADESH,23
In-Active,2019-04-20,Hourly,15F1D2,ISRO0466,23.31,77.36,"MCF, AYN8,Bhopal",2008-09-24,MADHYA PRADESH,23
In-Active,2016-03-29,Hourly,15F1D3,ISRO0467,21.79,80.19,PATWARI TRAINING CENTER BALAGHAT,2009-02-27,MADHYA PRADESH,23
In-Active,2019-04-20,Hourly,15F1D4,ISRO0468,23.21,77.40,"MCF, AYN10,Bhopal",2009-03-07,MADHYA PRADESH,23
In-Active,2019-04-22,Hourly,15F1D5,ISRO0469,23.52,77.81,RH Vidisha Collectorate ,2006-05-04,MADHYA PRADESH,23
In-Active,2019-04-24,Hourly,15F26E,ISRO0622,22.84,80.55,Mandla Village Chubhaval (F),2009-07-10,MADHYA PRADESH,23
In-Active,2019-04-24,Hourly,15F26F,ISRO0623,24.39,80.54,Satna Pahadi Range (F),2010-11-29,MADHYA PRADESH,23
In-Active,2019-04-25,Hourly,15F270,ISRO0624,24.20,82.66,Singrouli (F),2010-09-28,MADHYA PRADESH,23
In-Active,2017-10-01,Hourly,15F271,ISRO0625,23.81,79.46,"DAMOH,FRH (F)",2009-07-10,MADHYA PRADESH,23
In-Active,2021-07-20,Hourly,15F272,ISRO0626,23.01,81.61,Anooppur Kirar Check post (F),2010-02-07,MADHYA PRADESH,23
In-Active,2013-06-25,Hourly,15F273,ISRO0627,23.15,79.93,Jabalpur Katanga FRH (F),2009-07-10,MADHYA PRADESH,23
In-Active,2020-08-30,Hourly,15F274,ISRO0628,24.27,80.16,Sonth Panna FRH Pawai (F),2010-12-01,MADHYA PRADESH,23
In-Active,2019-04-26,Hourly,15F275,ISRO0629,23.59,81.17,Bandhavgarh NP Magadhi FRH (F),2010-12-01,MADHYA PRADESH,23
In-Active,2019-04-23,Hourly,15F276,ISRO0630,22.10,80.61,North Balaghat Baihar Depot (F),2009-07-10,MADHYA PRADESH,23
In-Active,2019-04-25,Hourly,15F277,ISRO0631,24.84,81.36,Village Sirmor (F),2010-11-24,MADHYA PRADESH,23
In-Active,2019-04-22,Hourly,15F278,ISRO0632,21.77,78.66,South Chhindhada (F),2009-07-10,MADHYA PRADESH,23
In-Active,2019-04-26,Hourly,15F279,ISRO0633,23.99,81.37,"North Shahdon, Biohari Depot (F)",2010-12-28,MADHYA PRADESH,23
In-Active,2019-04-24,Hourly,15F27A,ISRO0634,24.80,80.32,"North Panna, Range Vishramganj (F)",2009-07-10,MADHYA PRADESH,23
In-Active,2018-12-23,Hourly,15F27B,ISRO0635,24.80,80.32,"3x-Jabalpur, JABALPUR",2010-03-22,MADHYA PRADESH,23
In-Active,2019-04-25,Hourly,15F27C,ISRO0636,22.34,78.65,West Chindwara Tamiya FRH (F),2009-07-22,MADHYA PRADESH,23
In-Active,2019-04-25,Hourly,15F27D,ISRO0637,22.49,79.73,North Seoni FV Gadarware (F),2010-10-06,MADHYA PRADESH,23
In-Active,2019-04-26,Hourly,15F27E,ISRO0638,22.66,73.69,Narsingpur Jamgaon (F),2010-12-09,MADHYA PRADESH,23
In-Active,2019-04-25,Hourly,15F27F,ISRO0639,22.63,80.35,West Mandla Katra Village (F),2009-07-10,MADHYA PRADESH,23
Active,2023-12-14,Hourly,15F280,ISRO0640,23.80,80.36,Katni Division Office (F),2010-08-15,MADHYA PRADESH,23
In-Active,2019-04-23,Hourly,15F281,ISRO0641,24.75,78.81,Tikamgarh Eco Centre (F),2010-11-28,MADHYA PRADESH,23
In-Active,2019-04-23,Hourly,15F282,ISRO0642,24.90,79.58,Chhatarpur WPO Office (F),2009-07-10,MADHYA PRADESH,23
In-Active,2019-04-22,Hourly,15F283,ISRO0643  ,21.77,79.29,"Alikatta Forest Range Office,Seoni Dist.",2010-11-29,MADHYA PRADESH,23
In-Active,2019-04-20,Hourly,15F284,ISRO0644,21.55,75.68,Khargaon FV Pipaljhopa (F),2010-08-15,MADHYA PRADESH,23
In-Active,2019-04-24,Hourly,15F285,ISRO0645,22.81,81.34,"Dhindori, Gadasaroai Depot (F)",2010-03-05,MADHYA PRADESH,23
In-Active,2019-04-23,Hourly,15F286,ISRO0646,21.95,80.03,"South Belaghat Range Office, Lalburra (F)",2009-07-10,MADHYA PRADESH,23
In-Active,2017-09-28,Hourly,15F287,ISRO0647,22.20,80.69,Kanha NP (F),2009-07-10,MADHYA PRADESH,23
In-Active,2019-04-20,Hourly,15F288,ISRO0648,23.20,77.08,Sehore Range office (F),2010-01-04,MADHYA PRADESH,23
In-Active,2018-10-29,Hourly,15F289,ISRO0649,22.18,77.90,North Betul Motidhana FRH (F),2010-12-09,MADHYA PRADESH,23
In-Active,2019-04-21,Hourly,15F28A,ISRO0650,23.02,77.67,Obedullaganj Goharganj Range office (F),2009-07-10,MADHYA PRADESH,23
In-Active,2019-04-22,Hourly,15F28B,ISRO0651,23.52,79.23,Nauradehi-WLS Mohali FRH (F),2009-09-22,MADHYA PRADESH,23
In-Active,2019-01-02,Hourly,15F28C,ISRO0652,22.44,78.17,Satpura NP (F),2009-07-10,MADHYA PRADESH,23
In-Active,2017-09-22,Hourly,15F28D,ISRO0653,21.62,77.92,South Betul Village Aathner (F),2009-10-08,MADHYA PRADESH,23
In-Active,2019-04-23,Hourly,15F28E,ISRO0654,24.36,79.21,North Sagar Hirapur FRH (F),2010-03-05,MADHYA PRADESH,23
In-Active,2019-04-22,Hourly,15F28F,ISRO0655,21.96,77.61,West Betul Chicholi Range (F),2009-07-10,MADHYA PRADESH,23
In-Active,2018-01-07,Hourly,15F290,ISRO0656,22.40,77.65,Hoshangabad FRH Pipalgota (F),2010-03-05,MADHYA PRADESH,23
In-Active,2019-04-21,Hourly,15F291,ISRO0657,23.33,77.58,Bhopal Samardha Village (F),2009-07-10,MADHYA PRADESH,23
In-Active,2019-04-22,Hourly,15F292,ISRO0658,23.35,78.31,Raisen Range Geratganj (F),2009-07-10,MADHYA PRADESH,23
